CreatedDate,Longitude,Latitude
2016-01-21,-73.98050257,40.77724576
2016-01-21,-74.0786262,40.63435833
2016-01-22,-73.88177557,40.67632511
2016-01-22,-73.79141435,40.69855574
2016-01-22,-73.94844984,40.7133875
2016-01-22,-73.90023176,40.83209875
2016-01-22,-73.85371161,40.69169379
2016-01-22,-73.81631922,40.68052383
2016-01-22,-73.93697715,40.84888388
2016-01-22,-73.98388096,40.73732122
2016-01-22,-73.87729914,40.82459453
2016-01-22,-73.95276648,40.78627339
2016-01-22,-73.93724399,40.73462637
2016-01-22,-73.94499342,40.82356253
2016-01-22,-73.99395709,40.72317298
2016-01-23,-73.85049394,40.84175031
2016-01-22,-73.80203196,40.69355705
2016-01-22,-73.96099241,40.68802531
2016-01-22,-73.93446864,40.75352243
